NUM DRONES,16
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.92
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,1.33
DRONE UNIT COST,0.03
0	3.65	2.01	0.00
1	28.20	24.00	1.46
2	2.32	9.83	0.88
3	11.78	15.84	0.81
4	11.47	28.05	1.65
5	12.58	7.51	0.92
6	10.07	15.05	2.02
7	15.78	13.01	0.94
8	28.89	0.91	1.51
9	12.22	22.34	1.20
10	27.98	8.67	0.07
11	26.49	26.17	0.79
12	10.38	17.34	2.20
13	15.95	12.27	0.20
14	12.74	17.01	1.85
15	2.56	25.94	2.22
16	21.96	15.32	61.69
17	25.18	2.50	0.66
18	20.57	25.27	1.93
19	19.84	0.32	1.26
20	9.15	11.06	37.62
21	15.48	9.79	2.00
22	6.05	5.59	0.34
23	26.14	3.29	1.09
24	5.77	4.73	1.45
25	2.98	22.77	1.40
26	9.05	17.87	0.96
27	24.80	8.11	0.87
28	10.96	11.82	0.52
29	19.21	20.04	1.44
30	4.76	16.29	2.04
31	24.94	28.42	0.41
32	17.71	15.88	0.18
33	1.55	14.56	40.36
34	11.58	7.91	14.48
35	17.84	11.66	0.06
36	28.54	8.15	1.70
37	12.91	1.94	1.46
38	20.89	8.85	0.76
39	4.53	21.61	1.96
40	16.87	6.81	1.17
41	25.68	0.75	1.43
42	18.32	21.47	1.06
43	20.96	3.14	1.97
44	1.51	7.62	1.15
45	9.79	7.62	0.40
46	10.20	3.34	14.94
47	9.99	12.55	0.39
48	2.95	15.47	0.53
49	2.40	22.25	0.84
50	3.52	19.34	0.82
51	16.88	20.20	1.58
52	6.78	16.71	0.31
53	10.49	26.39	0.63
54	4.51	2.93	1.62
55	27.81	25.34	66.59
56	5.24	24.28	51.76
57	13.62	17.21	0.32
58	6.24	10.47	1.52
59	9.82	3.32	0.49
60	27.73	10.07	1.09
61	12.44	7.05	1.47
62	7.33	25.84	25.97
63	14.53	14.48	1.56
64	21.69	16.51	41.19
65	22.16	8.36	0.40
66	25.60	1.81	0.85
67	14.88	27.98	0.11
68	22.75	12.21	1.80
