NUM DRONES,12
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.71
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,1.16
DRONE UNIT COST,0.03
0	20.88	18.23	0.00
1	18.58	37.33	1.34
2	26.38	35.47	1.73
3	22.04	22.19	1.70
4	7.14	36.24	1.98
5	5.86	36.28	1.93
6	3.86	5.50	1.52
7	4.48	30.48	0.13
8	29.41	3.91	1.05
9	0.88	27.43	1.36
10	33.96	3.42	1.00
11	33.87	25.47	65.54
12	18.04	5.92	2.27
13	3.62	15.15	64.40
14	18.60	33.77	1.51
15	18.94	0.92	0.94
16	37.12	3.89	0.33
17	9.61	21.46	2.04
18	23.95	34.38	1.68
19	19.88	13.87	0.33
20	13.86	23.83	1.09
21	21.49	5.01	2.00
22	6.59	29.23	2.09
23	36.51	4.27	0.32
24	4.15	10.12	1.82
25	17.54	26.78	0.06
26	26.02	36.77	12.17
27	35.06	9.16	1.63
28	18.88	38.48	1.87
29	16.63	4.17	1.10
30	33.09	20.92	0.36
31	37.76	9.72	51.87
32	37.56	35.70	0.44
33	24.48	24.83	34.79
34	35.77	18.47	0.39
35	29.82	24.56	1.67
36	2.59	32.95	0.58
37	5.68	7.67	0.96
38	21.24	29.69	1.27
39	0.23	13.57	2.16
40	11.85	13.72	0.61
41	0.04	8.33	1.33
42	13.41	23.43	1.29
43	34.89	32.92	1.89
44	22.19	9.77	2.09
45	4.76	27.39	0.48
46	25.53	29.88	0.46
47	11.72	20.23	1.04
48	32.60	20.88	0.99
49	26.01	22.65	1.06
50	19.54	24.55	1.12
51	38.05	35.52	1.18
52	36.96	1.47	0.54
53	14.44	26.32	0.94
54	15.11	35.22	0.16
55	2.20	26.82	1.33
