NUM DRONES,19
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.59
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,0.48
DRONE UNIT COST,0.03
0	32.30	24.31	0.00
1	15.57	9.34	0.50
2	19.96	8.99	1.26
3	25.53	22.28	0.25
4	26.93	32.80	1.04
5	4.65	7.37	1.00
6	7.54	3.32	0.13
7	32.16	7.08	2.18
8	25.99	18.36	1.25
9	6.79	8.16	2.23
10	30.74	17.50	2.14
11	0.16	0.89	0.72
12	7.63	7.32	1.03
13	5.21	18.24	0.20
14	8.73	32.78	1.79
15	16.79	20.82	0.35
16	5.52	0.04	62.04
17	26.33	3.99	0.47
18	5.87	23.46	1.68
19	25.68	18.64	1.93
20	21.29	21.51	1.47
21	28.10	25.82	0.31
22	31.96	15.28	2.02
23	11.09	22.32	0.91
24	23.87	28.04	0.10
25	20.13	4.09	0.20
26	9.21	2.28	1.33
27	31.41	30.62	0.73
28	30.72	12.21	0.48
29	19.65	11.36	1.66
30	13.18	27.33	1.48
31	1.71	14.56	1.29
32	28.21	21.89	1.92
33	32.71	28.09	0.82
34	2.87	15.29	1.12
35	7.19	33.39	0.69
36	32.41	33.25	0.80
37	29.54	26.41	0.01
38	21.48	14.47	1.89
39	21.12	10.27	0.01
40	11.14	31.90	1.71
41	30.96	23.59	0.36
42	11.03	4.53	1.22
