NUM DRONES,11
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.86
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,1.31
DRONE UNIT COST,0.03
0	31.57	7.05	0.00
1	29.91	17.45	1.93
2	31.27	29.60	0.58
3	7.14	13.94	0.61
4	0.78	26.88	19.84
5	12.19	32.96	1.21
6	16.85	6.81	1.03
7	14.12	14.26	1.73
8	21.70	27.19	0.87
9	16.01	27.46	1.00
10	16.95	29.44	0.68
11	26.54	1.44	0.13
12	27.79	20.76	0.17
13	9.28	32.59	0.87
14	5.09	26.76	1.24
15	17.23	32.44	1.11
16	2.54	27.95	1.49
17	19.86	14.78	2.16
18	6.04	13.39	0.43
19	11.29	8.21	0.71
20	0.91	5.69	0.20
21	11.82	10.43	0.70
22	19.58	26.55	9.16
23	4.37	1.71	0.06
24	31.74	5.37	47.19
25	20.88	6.71	2.10
26	12.46	11.94	1.31
27	26.81	29.75	0.94
28	2.30	16.73	1.24
29	11.62	32.92	0.62
30	15.45	20.10	31.29
31	5.51	19.36	1.45
32	25.71	24.44	1.52
33	2.52	27.69	1.53
34	31.09	24.74	0.33
35	14.11	3.40	0.49
36	4.09	22.00	0.69
37	31.16	19.88	1.33
