NUM DRONES,10
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.63
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,0.75
DRONE UNIT COST,0.03
0	12.76	25.12	0.00
1	21.38	1.33	4.10
2	13.78	7.49	1.07
3	6.22	5.41	0.53
4	0.81	12.02	1.07
5	0.05	3.32	0.98
6	1.44	3.32	19.57
7	24.12	5.00	1.22
8	21.40	13.06	0.41
9	6.58	25.60	1.46
10	10.64	13.21	0.01
11	9.69	10.10	0.65
12	10.57	1.23	0.99
13	16.83	15.93	1.10
14	20.39	16.28	0.10
15	25.02	23.78	18.99
16	9.24	12.40	24.24
17	10.04	17.04	1.26
18	17.46	4.92	1.93
19	11.72	6.50	1.63
20	14.54	6.63	0.04
21	16.71	3.99	1.48
22	2.99	25.15	1.87
23	12.90	5.62	1.72
24	11.53	20.47	1.50
25	6.32	19.65	2.90
26	21.12	18.44	1.23
27	19.54	20.11	1.04
28	25.53	24.99	2.25
29	1.45	19.96	0.10
30	14.94	1.92	0.49
31	17.11	3.61	0.77
32	19.19	16.13	1.36
33	9.09	11.10	48.34
34	25.42	1.85	0.13
35	19.88	7.37	2.02
36	11.50	5.69	0.65
37	22.63	9.60	1.99
38	12.52	3.80	28.05
39	12.51	15.71	1.69
40	1.71	4.54	1.94
41	22.96	1.35	0.68
42	9.24	3.10	2.09
43	22.91	6.14	1.19
44	4.19	10.94	0.61
45	8.56	5.93	4.36
