NUM DRONES,20
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.92
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,0.68
DRONE UNIT COST,0.03
0	16.51	1.92	0.00
1	10.40	16.97	1.55
2	22.03	8.35	61.65
3	8.47	16.65	0.55
4	5.98	28.45	19.61
5	23.82	9.89	0.31
6	8.40	27.19	1.76
7	12.86	30.86	0.01
8	28.98	23.45	0.77
9	26.53	20.19	48.15
10	17.16	24.96	0.24
11	14.76	30.99	1.58
12	30.27	1.74	0.49
13	2.07	3.47	0.30
14	31.45	3.13	1.16
15	19.50	8.17	1.64
16	29.34	16.69	2.14
17	0.78	11.05	2.23
18	20.97	15.36	43.97
19	26.46	13.17	1.06
20	23.85	13.01	1.99
21	14.57	9.27	1.83
22	14.39	20.35	31.86
23	14.94	30.40	1.12
24	19.04	5.97	2.15
25	18.58	2.72	2.00
26	5.62	6.34	1.26
27	27.61	23.86	62.98
28	6.74	24.46	1.48
29	28.54	16.43	0.35
30	28.18	0.88	0.90
31	3.17	19.67	1.51
32	31.78	17.31	2.12
33	26.64	17.93	1.26
34	11.00	21.46	0.70
35	26.88	31.87	3.30
36	29.43	21.09	1.87
37	29.09	5.76	0.95
38	2.80	5.37	0.32
39	22.20	9.87	59.03
40	18.76	23.36	0.20
41	4.51	21.48	0.17
42	0.96	11.39	1.40
43	12.00	17.88	29.48
44	8.83	11.97	2.10
45	3.41	27.00	1.79
46	26.05	30.83	0.83
47	2.45	10.06	1.87
48	17.98	30.65	1.41
49	11.17	10.30	39.52
50	8.24	15.96	2.04
51	1.05	26.21	1.27
