NUM DRONES,18
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.68
DRONE TIME LIMIT,8.0
TRUCK TIME LIMIT,8.0
TRUCK UNIT COST,1.27
DRONE UNIT COST,0.03
0	7.62	14.39	0.00
1	18.08	27.47	1.85
2	9.29	0.86	1.16
3	35.46	35.43	1.15
4	36.86	36.09	2.23
5	38.22	2.87	1.19
6	34.11	16.56	0.10
7	37.96	15.23	6.29
8	7.39	21.79	0.70
9	14.41	1.49	1.68
10	35.41	22.30	2.08
11	7.83	27.83	2.08
12	10.40	22.18	1.56
13	22.68	37.96	2.24
14	25.81	13.85	0.13
15	33.65	20.02	32.53
16	36.36	34.99	0.76
17	24.38	34.93	14.19
18	11.37	21.78	35.20
19	0.17	34.69	0.81
20	1.27	30.89	0.52
21	26.54	7.12	0.79
22	33.01	37.35	0.50
23	32.85	11.38	0.44
24	26.37	15.33	18.11
25	26.13	13.06	0.58
26	1.30	27.16	0.10
27	21.95	24.49	0.70
28	35.40	4.29	3.58
29	18.93	11.82	5.84
30	37.66	17.39	2.00
31	34.98	10.86	0.47
32	15.61	26.41	1.25
33	11.92	18.89	1.54
34	3.98	1.52	0.23
35	26.39	27.09	1.16
36	38.40	36.98	20.66
37	26.65	2.48	1.18
38	0.52	32.63	0.17
39	16.90	3.79	0.97
40	38.32	37.88	54.90
41	29.50	16.85	1.90
42	22.84	6.82	1.69
43	13.30	1.76	0.35
44	28.21	29.35	2.00
45	10.98	12.34	0.30
46	17.87	23.16	0.45
47	35.57	3.51	1.71
48	8.81	9.77	0.43
49	31.34	10.78	0.24
50	18.68	21.55	2.05
51	29.84	27.03	34.69
52	6.87	10.33	0.66
53	32.56	27.71	0.18
54	4.99	26.91	49.22
55	38.32	38.46	1.91
56	31.62	34.55	1.59
57	14.73	18.26	0.45
58	36.18	1.83	1.05
59	23.03	16.78	0.92
60	35.76	36.05	0.70
61	0.50	2.56	0.60
62	0.00	3.93	2.26
63	0.16	34.08	0.74
64	8.82	25.80	1.96
65	23.97	8.70	1.00
66	6.66	22.53	2.11
67	22.07	10.70	0.70
68	6.03	36.23	0.42
69	12.93	12.71	1.01
70	30.63	8.95	1.97
71	23.58	27.20	12.18
72	33.51	13.49	0.38
73	31.65	6.81	0.25
74	9.01	12.44	7.56
75	32.46	22.42	0.78
76	33.82	38.51	0.04
77	34.77	19.63	63.39
78	17.61	15.17	1.23
79	9.06	11.94	0.05
80	17.73	7.38	1.26
81	24.99	27.54	0.12
82	13.92	11.83	1.57
83	32.74	15.41	0.85
84	29.06	33.21	0.35
85	10.49	2.86	1.48
86	36.04	29.04	0.66
87	1.96	18.28	1.89
88	0.32	27.11	0.96
89	7.28	24.70	0.15
90	31.93	12.22	1.33
