NUM DRONES,14
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.86
DRONE TIME LIMIT,7.89
TRUCK TIME LIMIT,5.01
TRUCK UNIT COST,0.53
DRONE UNIT COST,0.03
0	15.00	15.00	0.00
1	16.54	10.11	0.46
2	9.84	22.93	30.81
3	7.33	2.48	6.06
4	26.97	22.37	1.88
5	27.45	18.53	14.80
6	8.36	10.44	2.72
7	36.72	19.81	2.40
8	0.02	24.39	2.61
9	20.10	29.62	1.99
10	15.59	39.25	0.21
11	12.81	26.53	2.95
12	34.79	18.90	9.37
13	6.10	12.89	2.46
14	18.11	36.65	2.66
15	33.08	18.84	1.60
16	8.46	33.12	1.41
17	21.71	15.85	0.26
18	31.35	14.26	22.16
19	23.78	27.70	2.07
20	37.68	4.77	17.63
21	8.07	0.93	0.07
22	20.66	31.00	2.66
23	12.46	17.32	2.69
24	24.87	1.86	2.10
25	25.47	38.20	48.10
26	21.57	39.47	2.44
27	11.41	27.95	28.85
28	20.81	35.98	17.52
29	38.06	19.98	0.66
30	11.60	39.09	26.94
31	24.09	32.43	39.52
32	24.51	17.44	1.37
33	33.46	29.15	0.32
34	38.22	2.48	0.92
35	5.96	15.68	38.25
36	32.99	24.74	2.23
37	29.80	36.71	1.53
38	2.52	6.50	0.95
39	12.84	33.19	19.65
40	0.15	20.93	2.71
41	21.70	8.71	32.30
42	35.57	20.31	1.58
43	1.16	13.74	2.53
44	22.19	8.18	5.18
45	38.24	6.87	42.79
46	14.40	39.40	2.45
47	37.13	29.11	2.44
48	10.56	0.29	1.48
49	23.39	32.86	32.94
50	13.72	19.18	24.40
51	12.17	2.06	1.29
52	21.25	6.53	44.99
53	32.40	16.12	0.78
54	0.13	39.77	2.17
55	5.95	10.37	49.21
56	24.93	34.33	0.28
57	13.11	11.81	5.92
58	1.52	30.69	0.12
59	20.66	28.79	2.36
60	16.45	27.06	23.26
61	34.11	12.33	2.09
62	26.96	28.36	1.64
63	7.17	4.59	16.23
64	2.90	17.25	1.11
65	5.80	11.16	0.37
66	24.06	5.83	0.82
67	0.60	8.57	0.27
68	9.73	28.14	25.17
69	10.18	15.27	1.61
70	2.93	27.13	1.15
71	24.82	24.22	2.93
72	32.61	15.58	0.40
73	28.31	6.27	0.83
74	18.40	7.92	1.83
75	6.15	13.77	18.96
76	23.89	34.11	2.58
77	31.50	32.70	2.10
78	38.97	19.26	7.70
79	4.03	38.56	42.02
80	27.96	17.36	2.06
81	1.96	33.46	2.91
82	6.37	29.76	2.86
83	18.38	18.07	0.04
84	24.48	16.52	1.81
85	32.05	12.65	49.05
86	32.35	29.50	12.92
87	38.70	22.41	0.99
88	15.86	9.64	11.74
89	21.76	32.45	15.36
90	15.68	9.06	6.35
91	16.51	7.83	1.64
92	34.76	11.92	0.32
93	28.64	27.24	14.98
