NUM DRONES,15
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.58
DRONE TIME LIMIT,7.49
TRUCK TIME LIMIT,7.49
TRUCK UNIT COST,0.46
DRONE UNIT COST,0.03
0	10.00	10.00	0.00
1	39.88	19.06	1.85
2	3.36	0.49	0.09
3	6.47	5.80	1.35
4	11.00	27.42	0.89
5	16.98	24.96	30.05
6	9.32	16.22	2.34
7	27.50	17.71	48.70
8	22.88	28.12	40.77
9	18.31	20.80	2.38
10	27.88	10.03	1.85
11	20.85	10.53	32.30
12	27.03	8.80	0.52
13	5.33	3.95	0.44
14	21.40	25.88	13.50
15	10.45	18.89	1.06
16	16.31	31.02	2.09
17	17.01	4.63	1.65
18	32.35	17.69	2.54
19	26.27	38.72	2.65
20	22.45	5.13	2.46
21	9.07	3.58	13.46
22	26.97	30.21	1.61
23	10.15	8.21	1.03
24	39.74	8.45	18.71
25	5.24	20.19	2.63
26	23.12	22.69	0.83
27	4.74	30.10	2.99
28	16.91	29.46	46.57
29	26.89	27.67	2.94
30	13.74	2.66	2.35
31	26.31	30.03	5.28
32	38.05	18.31	6.91
33	32.00	25.46	0.58
34	31.75	22.71	0.35
35	35.20	8.53	26.77
36	31.01	33.91	2.96
37	33.14	35.87	44.57
38	33.38	26.65	1.31
39	21.71	9.28	20.16
40	12.16	23.89	25.55
41	32.19	12.97	0.86
42	39.17	29.46	1.82
43	18.48	5.02	35.68
44	34.93	3.16	1.40
45	4.80	28.23	43.95
46	26.27	33.51	49.07
47	23.92	34.44	1.20
48	22.49	19.65	27.00
49	15.38	9.11	1.10
50	10.49	5.51	2.63
51	34.05	34.56	1.25
52	9.86	4.74	2.68
53	39.01	32.03	2.40
54	3.08	19.24	24.57
55	32.93	23.92	46.81
56	7.50	31.23	13.16
57	0.83	34.56	9.06
58	18.68	21.01	1.68
59	6.35	37.48	40.27
60	38.48	19.31	2.47
61	29.77	0.08	1.37
62	27.15	30.45	0.37
63	11.38	0.95	0.75
64	25.75	29.74	28.46
65	20.16	11.41	2.98
66	35.05	26.60	2.38
67	39.38	38.38	2.54
68	17.25	5.67	28.13
69	19.33	9.08	17.75
70	23.67	2.83	0.28
71	0.45	6.41	2.67
72	10.25	14.56	23.61
73	20.21	7.28	2.80
74	7.68	32.74	45.39
75	38.67	0.63	0.73
76	3.17	16.27	0.62
77	12.15	24.06	37.27
78	31.17	9.45	0.74
79	13.16	36.99	2.51
80	39.80	25.14	42.48
81	13.12	37.87	39.73
82	6.64	8.98	2.81
83	38.64	4.06	0.28
84	3.47	5.20	24.72
85	0.42	17.85	29.47
86	7.07	24.64	2.36
87	9.15	7.80	23.70
88	16.24	31.40	14.87
89	19.96	19.98	34.39
90	16.91	29.41	28.35
91	38.76	4.20	0.86
92	21.22	28.69	47.09
93	35.94	20.53	0.96
94	27.37	13.44	1.20
95	34.85	23.64	0.56
96	34.47	16.19	1.24
97	11.84	10.81	21.98
