NUM DRONES,7
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.46
DRONE TIME LIMIT,3.73
TRUCK TIME LIMIT,2.41
TRUCK UNIT COST,1.14
DRONE UNIT COST,0.03
0	20.00	20.00	0.00
1	6.32	11.47	1.13
2	9.43	30.03	21.15
3	39.46	32.52	2.00
4	3.81	28.40	7.91
5	26.86	31.90	40.66
6	29.45	34.52	5.48
7	26.15	23.88	28.94
8	33.99	14.19	33.39
9	22.44	11.65	46.21
10	6.68	9.63	11.07
11	27.11	36.18	1.69
12	15.95	14.60	0.46
13	4.82	27.38	2.71
14	26.13	37.16	32.80
15	6.23	11.70	31.39
16	21.48	5.95	1.09
17	18.48	13.52	0.31
18	7.39	22.04	5.89
19	9.83	31.89	40.37
20	1.17	16.33	28.47
