NUM DRONES,17
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.83
DRONE TIME LIMIT,5.49
TRUCK TIME LIMIT,4.40
TRUCK UNIT COST,1.48
DRONE UNIT COST,0.03
0	13.50	13.50	0.00
1	25.55	31.56	28.82
2	32.98	8.78	0.45
3	1.38	5.41	2.18
4	7.27	25.61	47.54
5	4.61	30.63	42.08
6	16.37	24.15	38.51
7	23.92	22.99	31.74
8	35.00	10.85	2.21
9	12.41	27.12	22.81
10	21.59	14.30	1.73
11	26.70	33.14	17.57
12	33.84	31.57	0.49
13	35.69	4.58	39.79
14	28.42	25.79	0.40
15	33.22	10.27	2.41
16	7.45	0.34	19.72
17	12.89	8.94	29.19
18	1.46	10.39	2.77
19	8.81	14.61	33.13
20	15.29	37.87	10.74
21	5.34	19.85	7.07
22	32.98	32.74	0.69
23	15.57	23.39	6.50
24	39.64	17.85	1.09
25	7.79	27.04	1.49
26	16.02	16.01	0.80
27	10.26	15.54	2.80
28	9.02	12.37	44.28
29	18.18	0.61	1.90
30	2.12	16.36	34.49
31	11.25	31.30	0.53
32	30.29	35.07	42.42
33	33.51	20.58	1.39
34	30.45	21.21	1.85
35	36.66	8.93	1.36
36	33.63	6.04	2.49
37	18.77	21.98	21.76
38	20.17	25.20	47.87
39	21.58	1.26	35.76
40	18.23	30.41	0.62
41	6.17	33.94	1.34
42	15.19	31.90	42.70
43	1.61	25.56	2.96
44	17.05	8.47	2.90
45	7.10	1.97	0.36
46	3.73	17.51	34.73
47	27.10	10.10	34.50
48	14.76	13.03	0.23
49	17.90	4.09	0.60
50	13.59	36.12	1.36
51	24.91	10.34	24.11
52	21.10	33.43	38.21
53	4.97	1.66	1.43
54	23.52	35.33	1.64
55	5.32	21.22	25.71
56	9.47	34.96	23.09
57	21.91	2.93	1.77
58	14.66	20.99	2.46
59	5.86	15.86	22.38
60	38.67	22.82	0.78
61	18.99	9.43	44.84
62	3.37	27.49	7.25
63	23.44	10.47	38.83
64	19.20	32.60	2.71
65	37.76	22.13	2.80
66	10.67	37.07	2.42
67	19.91	2.45	0.55
68	34.84	31.86	44.95
69	36.99	6.89	2.80
70	20.62	38.58	2.45
71	7.47	2.90	1.74
72	12.13	35.87	2.33
