NUM DRONES,17
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.98
DRONE TIME LIMIT,6.71
TRUCK TIME LIMIT,1.42
TRUCK UNIT COST,0.52
DRONE UNIT COST,0.03
0	15.00	15.00	0.00
1	12.52	21.45	2.21
2	39.58	27.80	2.90
3	15.96	26.32	1.69
4	4.65	27.92	2.69
5	27.12	31.31	33.21
6	13.42	29.84	37.99
7	38.07	8.79	2.05
8	2.94	38.79	10.27
9	13.21	33.46	5.71
10	27.70	15.95	22.60
11	0.69	0.98	12.29
12	7.20	17.70	2.18
13	26.51	2.20	1.04
14	36.74	7.84	0.14
15	26.67	17.74	1.65
16	35.60	20.60	1.49
17	27.43	34.53	0.72
18	18.86	6.82	0.66
19	11.79	38.66	1.91
20	27.49	13.79	0.00
21	32.96	30.91	1.05
22	30.45	4.50	18.20
23	22.45	1.48	0.30
24	19.41	38.06	2.50
25	18.44	7.42	1.54
26	5.41	39.60	28.35
27	29.72	27.16	2.91
28	0.34	32.10	2.36
29	7.84	22.92	0.87
30	34.00	37.55	0.98
31	29.42	7.21	22.56
32	30.13	16.09	6.31
33	29.88	2.68	1.00
34	15.61	24.94	13.81
35	31.60	31.39	49.76
36	25.89	1.12	1.47
