NUM DRONES,17
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.86
DRONE TIME LIMIT,7.06
TRUCK TIME LIMIT,5.79
TRUCK UNIT COST,0.68
DRONE UNIT COST,0.03
0	15.00	15.00	0.00
1	36.50	33.59	0.94
2	17.04	18.26	40.19
3	29.52	25.84	2.64
4	34.25	32.48	41.61
5	9.93	38.54	0.77
6	24.96	20.99	0.87
7	26.90	33.23	2.19
8	25.09	22.07	2.03
9	26.43	10.82	2.16
10	38.87	0.08	1.71
11	8.80	16.97	1.28
12	36.57	27.70	2.17
13	31.67	7.42	11.31
14	21.76	0.23	2.36
15	23.99	12.68	5.77
16	32.80	5.71	2.92
17	6.02	9.53	1.29
18	0.72	1.58	38.61
19	9.98	26.49	1.14
20	15.95	25.43	8.88
21	35.09	21.72	2.17
22	20.20	29.64	44.05
23	23.56	31.14	2.32
24	26.42	37.68	2.59
25	3.83	35.79	47.02
26	13.05	19.27	1.20
27	17.79	20.66	1.65
28	11.54	19.25	0.56
29	1.11	1.30	0.34
30	4.38	15.31	36.62
31	0.60	29.64	0.72
32	33.00	31.22	0.30
33	9.64	27.75	1.81
34	36.64	38.21	5.34
35	2.09	11.03	0.59
36	39.10	30.82	2.94
37	23.24	24.78	38.96
38	8.16	31.05	2.76
39	2.53	12.47	47.04
40	25.67	18.89	28.07
41	24.40	34.19	0.84
42	23.10	13.09	0.60
43	4.52	7.51	7.00
44	33.54	39.81	1.36
45	25.86	22.94	0.31
46	1.42	34.08	1.82
47	22.71	27.52	2.87
48	24.43	8.93	1.75
49	29.84	15.18	0.23
50	27.70	0.19	1.17
51	17.96	5.59	39.12
52	38.41	14.55	47.02
53	34.23	36.02	40.20
54	7.53	17.96	0.72
55	15.56	7.33	42.46
56	9.46	2.44	2.25
57	3.76	17.62	23.32
58	19.45	10.26	2.32
59	27.40	1.30	0.10
60	35.26	14.84	2.07
61	36.59	3.55	16.07
62	22.09	1.22	24.42
63	22.51	20.79	2.27
64	21.72	7.81	2.56
65	12.08	24.76	1.29
66	15.90	5.61	2.40
67	35.41	36.73	2.93
68	38.04	4.85	1.37
69	29.92	39.06	47.99
70	34.11	6.66	0.92
71	0.41	10.46	8.84
72	27.78	34.84	2.50
73	0.08	28.03	5.65
74	18.82	19.98	10.13
75	0.38	35.81	0.87
76	19.96	28.62	1.37
77	19.89	17.72	0.43
78	34.50	30.20	39.86
79	38.16	32.33	0.19
80	17.90	15.19	1.68
